,country,year,gdp_per_capita,suicides/100k pop,75+ years,55-74 years,35-54 years,25-34 years,15-24 years,5-14 years,male,female,HDI for year
573,Cuba,2015,8044,194.31,96.2,46.42,27.689999999999998,13.41,9.959999999999999,0.63,160.24,34.07,0.741375
574,Cyprus,1999,12389,1.57,0.0,1.57,0.0,0.0,0.0,0.0,1.57,0.0,0.8402857142857142
575,Cyprus,2000,11635,8.36,0.0,0.0,1.6,6.76,0.0,0.0,8.36,0.0,0.8000000000000002
576,Cyprus,2004,25227,9.17,0.0,3.31,4.01,1.85,0.0,0.0,6.359999999999999,2.81,0.8402857142857142
577,Cyprus,2005,26671,24.740000000000002,0.0,10.83,4.98,3.86,5.07,0.0,17.6,7.140000000000001,0.83
578,Cyprus,2006,28600,27.64,0.0,12.04,4.8,9.17,1.63,0.0,18.77,8.87,0.8402857142857142
579,Cyprus,2007,33048,36.17,11.18,5.859999999999999,3.85,10.54,4.74,0.0,30.49,5.68,0.8402857142857142
580,Cyprus,2008,37267,59.07,10.85,7.0,19.810000000000002,16.78,4.63,0.0,47.120000000000005,11.95,0.8402857142857142
581,Cyprus,2009,33816,55.53,19.66,5.5,10.05,12.76,7.56,0.0,45.18,10.35,0.8402857142857142
582,Cyprus,2010,32477,58.88,15.25,10.52,11.75,10.75,10.61,0.0,49.61,9.27,0.848
583,Cyprus,2011,34249,43.78,14.219999999999999,11.620000000000001,13.48,0.0,4.46,0.0,36.23,7.55,0.852
584,Cyprus,2012,30752,42.9,0.0,6.27,13.46,14.08,9.09,0.0,40.769999999999996,2.13,0.852
585,Cyprus,2013,29624,64.61,14.05,13.370000000000001,13.129999999999999,11.34,12.72,0.0,60.27,4.34,0.85
586,Cyprus,2014,29024,57.1,4.47,14.200000000000001,12.88,17.2,8.35,0.0,39.94,17.16,0.85
587,Cyprus,2015,24718,49.589999999999996,0.0,14.17,11.92,13.2,10.3,0.0,39.11,10.48,0.8402857142857142
588,Czech Republic,1990,4168,314.21999999999997,145.85999999999999,67.35,50.669999999999995,32.4,17.19,0.75,236.64,77.58,0.761
589,Czech Republic,1991,3070,292.01,127.6,62.02,49.55,32.120000000000005,18.77,1.9500000000000002,223.81,68.2,0.8386666666666667
590,Czech Republic,1992,3573,303.21,133.02,64.41,54.03,32.97,17.57,1.21,234.73000000000002,68.48,0.8386666666666667
591,Czech Republic,1993,4186,297.64,135.89,58.099999999999994,50.95,30.32,20.72,1.66,226.69,70.95,0.8386666666666667
592,Czech Republic,1994,4891,293.28,134.47,57.01,47.07,32.02,20.840000000000003,1.87,221.39,71.89,0.8386666666666667
593,Czech Republic,1995,6134,264.4,118.09,47.989999999999995,44.5,29.61,22.58,1.63,201.88,62.519999999999996,0.785
594,Czech Republic,1996,6861,243.48000000000002,112.57000000000001,43.08,40.66,26.700000000000003,19.12,1.3499999999999999,194.17000000000002,49.31,0.8386666666666667
595,Czech Republic,1997,6314,234.13,91.71000000000001,49.91,45.959999999999994,27.39,18.25,0.91,189.86,44.269999999999996,0.8386666666666667
596,Czech Republic,1998,6779,226.70000000000002,91.52000000000001,43.76,44.620000000000005,26.919999999999998,18.64,1.24,182.89000000000001,43.81,0.8386666666666667
597,Czech Republic,1999,6606,236.93,103.52,43.95,41.39,27.11,20.5,0.46,194.98,41.949999999999996,0.8386666666666667
598,Czech Republic,2000,6278,226.64000000000001,89.49000000000001,44.150000000000006,44.69,25.67,20.7,1.94,184.04,42.6,0.8210000000000001
599,Czech Republic,2001,6863,220.92,88.76,40.23,46.19,25.13,19.62,0.99,182.23,38.69,0.8386666666666667
600,Czech Republic,2002,8399,212.15,88.16,38.39,42.96,25.79,15.83,1.02,172.34,39.81,0.8386666666666667
601,Czech Republic,2003,10220,234.88,96.44,41.11,48.559999999999995,28.04,19.130000000000003,1.6,191.6,43.28,0.8386666666666667
602,Czech Republic,2004,12226,203.02,73.1,40.83,44.739999999999995,25.26,17.62,1.47,167.2,35.82,0.8386666666666667
603,Czech Republic,2005,13961,193.4,64.35,41.77,43.89,27.61,14.64,1.1400000000000001,160.06,33.34,0.847
604,Czech Republic,2006,15896,178.4,65.77,36.77,38.95,19.89,16.439999999999998,0.58,150.36,28.04,0.8386666666666667
605,Czech Republic,2007,19273,170.78,58.77,36.66,35.89,22.28,16.78,0.4,143.71,27.07,0.8386666666666667
606,Czech Republic,2008,23811,175.01,66.4,33.81,36.010000000000005,21.96,16.0,0.83,147.57,27.439999999999998,0.8386666666666667
607,Czech Republic,2009,20748,179.71,65.50999999999999,36.79,37.68,24.79,14.3,0.64,153.82,25.89,0.8386666666666667
608,Czech Republic,2010,20862,175.62,56.1,41.650000000000006,37.57,22.8,17.29,0.21,147.86,27.759999999999998,0.863
609,Czech Republic,2011,23010,186.23999999999998,57.42,42.669999999999995,38.839999999999996,24.759999999999998,22.14,0.41,158.23,28.009999999999998,0.866
610,Czech Republic,2012,20898,196.23,68.5,44.61,41.39,25.41,15.5,0.82,167.18,29.05,0.867
611,Czech Republic,2013,21073,186.07,58.92,40.42,38.42,25.84,21.08,1.39,156.94,29.13,0.868
612,Czech Republic,2014,20859,175.29,59.43,38.28,35.78,24.52,16.89,0.39,143.64000000000001,31.650000000000002,0.87
613,Czech Republic,2015,18703,170.87,64.18,36.91,30.84,23.34,14.26,1.3399999999999999,142.53,28.34,0.8386666666666667
614,Denmark,1994,32034,253.22,97.94,62.17,52.36,26.39,14.01,0.35,177.8,75.42,0.898625
615,Denmark,1995,37841,239.13,90.69,60.51,41.370000000000005,30.67,15.55,0.34,170.11,69.02,0.83
616,Denmark,1996,38158,229.56,90.86000000000001,51.82,45.96,25.009999999999998,15.579999999999998,0.33,172.43,57.13,0.898625
617,Denmark,1997,35148,218.46,88.88,49.849999999999994,35.73,24.48,18.54,0.98,159.54,58.92,0.898625
618,Denmark,1998,35710,188.68,70.16,39.79,40.56,24.32,13.209999999999999,0.64,140.8,47.88,0.898625
619,Denmark,1999,35763,183.09,57.510000000000005,45.18,37.06,27.6,14.809999999999999,0.93,141.09,42.0,0.898625
620,Denmark,2000,32841,181.07,69.53999999999999,38.900000000000006,37.54,19.240000000000002,15.55,0.3,136.47,44.6,0.862
621,Denmark,2001,32837,186.17,78.74,39.32,35.61,17.05,14.86,0.59,136.54,49.63,0.898625
622,Denmark,2002,35435,176.51,72.36,37.81,31.450000000000003,19.6,15.29,0.0,134.37,42.14,0.898625
623,Denmark,2003,43129,156.7,62.68,34.18,31.9,17.9,10.040000000000001,0.0,122.53999999999999,34.160000000000004,0.898625
624,Denmark,2004,49552,161.78,58.18,33.989999999999995,32.3,21.43,14.709999999999999,1.17,121.78,40.0,0.898625
625,Denmark,2005,51960,164.23,73.96,34.98,27.83,17.34,9.27,0.85,125.03,39.2,0.902
626,Denmark,2006,55354,162.07999999999998,65.08,38.82,28.04,18.85,10.71,0.5800000000000001,124.61,37.47,0.898625
627,Denmark,2007,62229,139.96,54.32,30.29,27.660000000000004,20.47,6.65,0.57,101.36,38.6,0.898625
628,Denmark,2008,68447,143.05,53.41,31.549999999999997,28.87,16.71,11.620000000000001,0.8899999999999999,105.71,37.34,0.898625
629,Denmark,2009,61863,144.7,56.22,35.61,29.09,14.610000000000001,8.29,0.8799999999999999,111.81,32.89,0.898625
630,Denmark,2010,61711,130.02,49.120000000000005,31.98,26.18,14.87,7.87,0.0,98.82000000000001,31.200000000000003,0.908
631,Denmark,2011,65598,126.33,39.85,31.21,30.310000000000002,14.43,10.53,0.0,94.86,31.47,0.92
632,Denmark,2012,62071,143.21,49.44,35.18,33.99,12.9,11.41,0.29,111.23,31.98,0.9209999999999999
633,Denmark,2013,64831,134.55,47.6,32.51,29.13,15.02,9.69,0.6,100.75,33.8,0.923
634,Denmark,2014,66114,137.73,49.89,31.53,30.32,15.040000000000001,10.35,0.6,103.71,34.02,0.923
635,Denmark,2015,55972,121.42,44.54,29.279999999999998,26.9,13.280000000000001,6.489999999999999,0.93,85.1,36.32,0.898625
637,Ecuador,1985,2238,82.52,24.08,12.74,10.4,16.62,17.82,0.8600000000000001,63.01,19.51,0.631
638,Ecuador,1986,1943,76.54,22.54,11.67,8.98,15.190000000000001,17.25,0.91,51.67,24.87,0.6942
639,Ecuador,1987,1669,62.53,12.86,7.76,11.5,13.97,15.52,0.9199999999999999,45.59,16.94,0.6942
640,Ecuador,1988,1519,75.28999999999999,13.989999999999998,14.24,12.69,16.43,17.259999999999998,0.6799999999999999,55.78,19.509999999999998,0.6942
641,Ecuador,1989,1619,70.38,18.11,8.84,11.129999999999999,15.05,16.28,0.97,48.39,21.99,0.6942
642,Ecuador,1990,1732,60.48,6.5200000000000005,9.149999999999999,9.9,16.68,17.34,0.8899999999999999,41.53,18.95,0.645
643,Ecuador,1991,1869,66.96,8.5,12.329999999999998,11.22,13.13,20.86,0.9199999999999999,45.37,21.59,0.6942
644,Ecuador,1992,1955,75.8,18.57,11.5,9.39,15.77,19.0,1.57,55.09,20.71,0.6942
645,Ecuador,1993,1996,70.91,5.73,13.63,12.290000000000001,16.6,21.43,1.23,46.32,24.59,0.6942
646,Ecuador,1994,2335,67.67,12.9,9.549999999999999,11.469999999999999,15.350000000000001,16.59,1.81,50.01,17.66,0.6942
647,Ecuador,1995,2453,68.22,10.16,11.32,11.82,15.5,18.23,1.19,49.5,18.72,0.665
648,Ecuador,1996,2474,76.34,13.82,14.139999999999999,9.96,16.97,19.689999999999998,1.76,55.53,20.81,0.6942
649,Ecuador,1997,2701,67.02,10.23,9.04,10.87,14.98,19.15,2.75,48.86,18.16,0.6942
650,Ecuador,1998,2626,62.07,10.42,6.84,9.5,14.66,18.8,1.85,44.44,17.63,0.6942
651,Ecuador,1999,1805,71.92999999999999,13.19,11.5,10.940000000000001,14.16,19.33,2.81,53.71,18.22,0.6942
652,Ecuador,2000,1650,57.17,8.08,7.73,9.96,12.8,16.65,1.9500000000000002,41.56,15.61,0.674
653,Ecuador,2001,2160,67.24,14.51,9.46,10.17,13.56,17.32,2.2199999999999998,49.62,17.62,0.6942
654,Ecuador,2002,2472,61.42,10.69,8.66,10.24,11.53,17.61,2.6900000000000004,45.61,15.81,0.6942
655,Ecuador,2003,2755,70.56,12.049999999999999,10.27,12.49,13.55,20.07,2.13,49.12,21.44,0.6942
656,Ecuador,2004,3051,84.39,16.14,14.01,11.690000000000001,16.15,22.34,4.06,62.26,22.13,0.6942
657,Ecuador,2005,3397,96.73,18.1,14.7,16.0,17.87,26.03,4.03,74.53,22.2,0.698
658,Ecuador,2006,3759,93.07,18.62,15.09,14.2,18.38,22.96,3.82,67.08,25.99,0.6942
659,Ecuador,2007,4024,95.97,13.469999999999999,17.5,14.760000000000002,18.71,27.019999999999996,4.51,73.01,22.96,0.6942
660,Ecuador,2008,4787,95.29,21.15,15.790000000000001,13.43,19.11,22.75,3.06,74.47,20.82,0.6942
661,Ecuador,2009,4762,94.25,17.53,17.8,14.17,19.58,22.32,2.85,71.2,23.05,0.6942
662,Ecuador,2010,5206,81.49,11.72,11.879999999999999,12.4,19.580000000000002,23.0,2.91,59.39,22.1,0.717
663,Ecuador,2011,5836,81.8,12.75,12.69,12.16,17.64,22.32,4.24,60.82,20.98,0.723
664,Ecuador,2012,6364,84.88,12.899999999999999,12.85,12.17,17.9,24.72,4.34,64.07,20.81,0.727
665,Ecuador,2013,6769,62.88,14.25,9.49,7.82,11.31,16.8,3.21,48.39,14.49,0.73
666,Ecuador,2014,7116,66.02,13.98,10.649999999999999,9.729999999999999,12.28,16.39,2.99,53.46,12.56,0.7319999999999999
667,Ecuador,2015,6832,97.39,22.98,14.809999999999999,13.629999999999999,18.67,23.28,4.02,76.76,20.63,0.6942
668,El Salvador,1990,1068,184.46,45.76,20.93,23.98,46.260000000000005,46.34,1.19,139.55,44.910000000000004,0.522
669,El Salvador,1991,1148,171.3,59.32,20.07,20.939999999999998,32.45,37.17,1.3499999999999999,137.85,33.449999999999996,0.6257777777777778
670,El Salvador,1992,1266,120.62,18.73,19.029999999999998,20.6,30.98,29.53,1.75,86.71,33.91,0.6257777777777778
671,El Salvador,1993,1423,123.69,28.740000000000002,13.93,14.16,31.869999999999997,32.47,2.52,85.45,38.24,0.6257777777777778
672,El Salvador,1995,1845,159.19,26.48,10.79,23.5,42.96,52.46,3.0,118.01,41.18,0.566
673,El Salvador,1996,1959,145.16,25.75,19.22,20.92,34.05,43.88,1.34,112.82000000000001,32.34,0.6257777777777778
674,El Salvador,1997,2065,140.0,13.34,20.94,27.01,33.08,43.24,2.39,99.2,40.800000000000004,0.6257777777777778
675,El Salvador,1998,2185,122.83,11.69,16.13,23.93,32.11,36.47,2.5,91.14,31.689999999999998,0.6257777777777778
676,El Salvador,1999,2229,127.96000000000001,19.64,14.65,25.009999999999998,27.75,38.150000000000006,2.76,95.08,32.88,0.6257777777777778
677,El Salvador,2000,2303,110.55,12.89,13.28,21.99,26.42,35.11,0.86,78.39,32.160000000000004,0.603
678,El Salvador,2001,2373,129.71,21.08,17.93,22.810000000000002,28.64,37.39,1.8599999999999999,97.61,32.1,0.6257777777777778
679,El Salvador,2002,2421,113.19,21.67,16.880000000000003,20.18,21.73,31.18,1.55,88.80000000000001,24.39,0.6257777777777778
680,El Salvador,2003,2507,128.92,16.52,19.24,23.22,33.33,34.79,1.8199999999999998,102.33,26.59,0.6257777777777778
681,El Salvador,2004,2573,111.56,14.049999999999999,16.599999999999998,22.85,26.16,30.5,1.4,89.6,21.96,0.6257777777777778
682,El Salvador,2005,2733,115.73,20.91,17.889999999999997,18.38,26.189999999999998,30.130000000000003,2.23,90.19,25.54,0.638
683,El Salvador,2006,2947,99.57,16.04,12.9,17.92,24.950000000000003,26.509999999999998,1.25,77.42,22.15,0.6257777777777778
684,El Salvador,2007,3111,127.14,22.630000000000003,21.01,22.46,32.93,26.130000000000003,1.98,104.95,22.189999999999998,0.6257777777777778
685,El Salvador,2008,3271,125.82,29.31,13.81,22.939999999999998,31.029999999999998,27.299999999999997,1.43,105.03999999999999,20.78,0.6257777777777778
686,El Salvador,2009,3184,124.12,20.57,18.799999999999997,22.66,35.510000000000005,25.26,1.32,102.3,21.82,0.6257777777777778
687,El Salvador,2010,3318,97.92,16.97,16.1,15.829999999999998,27.15,20.66,1.21,80.19,17.73,0.653
688,El Salvador,2011,3631,115.46,22.31,13.920000000000002,18.05,30.15,27.36,3.67,93.23,22.23,0.658
689,El Salvador,2012,3806,123.14,21.599999999999998,21.66,19.689999999999998,32.13,24.93,3.13,102.16,20.98,0.662
690,El Salvador,2013,3885,116.06,21.24,21.14,24.79,27.6,19.21,2.08,99.55,16.509999999999998,0.664
691,El Salvador,2014,3965,101.84,29.43,16.95,18.05,23.34,13.079999999999998,0.99,77.23,24.61,0.666
692,Estonia,1995,3224,543.1899999999999,148.38,130.48,145.92,77.91,36.0,4.5,441.4,101.79,0.719
693,Estonia,1996,3536,528.72,174.13,104.85,142.04000000000002,58.54,45.49,3.67,428.37,100.35000000000001,0.823125
694,Estonia,1997,3806,502.06,141.16,117.1,124.23,72.22,42.65,4.7,425.78,76.28,0.823125
695,Estonia,1998,4250,427.52,87.28999999999999,118.16,110.44,64.27,41.49,5.869999999999999,360.33,67.19,0.823125
696,Estonia,1999,4361,486.47,165.01,101.5,101.34,62.459999999999994,54.14,2.02,403.28000000000003,83.19,0.823125
697,Estonia,2000,4262,364.64,115.96000000000001,77.76,83.97999999999999,50.51,35.3,1.13,295.76,68.88,0.7799999999999999
698,Estonia,2001,4711,371.68,103.72,84.53,84.47999999999999,53.370000000000005,41.17,4.41,288.82,82.86,0.823125
699,Estonia,2002,5561,358.3,103.24,74.61,77.28,60.14,37.15,5.88,298.82,59.48,0.823125
700,Estonia,2003,7523,338.24,110.17,69.36,73.78999999999999,43.75,36.16,5.01,279.74,58.5,0.823125
701,Estonia,2004,9293,299.46,72.13,75.65,63.14,51.129999999999995,36.019999999999996,1.39,248.71,50.75,0.823125
702,Estonia,2005,10870,256.43,74.81,53.44,59.63,35.96,31.2,1.39,209.14,47.29,0.824
703,Estonia,2006,13264,242.63,80.05,57.95,46.58,25.99,30.610000000000003,1.45,191.02,51.61,0.823125
704,Estonia,2007,17504,265.05,96.36000000000001,59.52,42.34,42.75,24.08,0.0,225.81,39.24,0.823125
705,Estonia,2008,19141,244.57,81.52000000000001,48.72,47.83,28.330000000000002,34.989999999999995,3.1799999999999997,199.59,44.98,0.823125
706,Estonia,2009,15609,248.67,67.71000000000001,63.65,56.33,34.45,26.53,0.0,206.06,42.61,0.823125
707,Estonia,2010,15540,229.07,78.46000000000001,52.949999999999996,38.8,34.57,24.29,0.0,192.49,36.58,0.838
708,Estonia,2011,18545,229.26,86.23,52.02,40.489999999999995,25.060000000000002,25.46,0.0,195.74,33.52,0.8489999999999999
709,Estonia,2012,18411,241.60999999999999,87.21,57.809999999999995,40.019999999999996,34.22,19.38,2.97,199.69,41.92,0.855
710,Estonia,2013,20221,231.92000000000002,93.44,53.85,36.35,24.900000000000002,21.91,1.47,191.11,40.81,0.859
711,Estonia,2014,21117,258.91,93.48,45.830000000000005,40.96,48.49,27.29,2.86,218.78,40.13,0.8610000000000001
712,Estonia,2015,18149,205.38,68.76,41.730000000000004,33.28,27.3,31.44,2.87,176.74,28.64,0.823125
713,Fiji,2001,2307,54.95,0.0,15.53,11.05,11.690000000000001,15.61,1.07,42.36,12.59,0.7120000000000001
714,Fiji,2002,2548,110.54,50.28,15.09,8.61,15.0,18.21,3.3499999999999996,68.32000000000001,42.22,0.7120000000000001
715,Fiji,2003,3192,16.12,0.0,5.78,2.09,3.36,4.890000000000001,0.0,10.43,5.6899999999999995,0.7120000000000001
716,Fiji,2004,3744,90.49000000000001,52.95,16.41,3.0300000000000002,7.99,8.870000000000001,1.24,78.74000000000001,11.75,0.7120000000000001
717,Fiji,2005,4104,52.83,25.79,2.61,9.71,9.58,5.140000000000001,0.0,44.3,8.53,0.694
718,Fiji,2006,4206,30.77,0.0,2.47,6.8,6.1,11.64,3.76,18.11,12.66,0.7120000000000001
719,Fiji,2007,4570,20.46,0.0,7.4,1.93,6.0600000000000005,5.07,0.0,16.04,4.42,0.7120000000000001
720,Fiji,2008,4675,47.48,0.0,7.09,15.5,15.92,7.6899999999999995,1.28,31.939999999999998,15.54,0.7120000000000001
721,Fiji,2009,3765,51.67,17.21,9.15,7.61,11.370000000000001,6.33,0.0,25.2,26.470000000000002,0.7120000000000001
722,Fiji,2011,4862,106.97,61.19,10.58,11.33,14.969999999999999,8.9,0.0,95.5,11.47,0.7200000000000001
723,Fiji,2012,5073,91.58,53.27,8.11,6.56,9.6,14.04,0.0,63.910000000000004,27.67,0.722
724,Finland,1987,19861,347.35,74.91,78.65,79.63,67.4,45.53,1.23,286.49,60.86,0.8588888888888888
725,Finland,1988,23546,354.04,80.01,74.48,83.45,68.07000000000001,47.099999999999994,0.9299999999999999,288.25,65.79,0.8588888888888888
726,Finland,1989,25582,373.36,96.64999999999999,76.84,79.64,62.46,56.870000000000005,0.9,309.87,63.49,0.8588888888888888
727,Finland,1990,30271,396.22,100.28,71.99,83.86,77.02,61.870000000000005,1.2,326.28,69.94,0.783
728,Finland,1991,27214,377.58,90.25,75.52,84.57000000000001,76.83999999999999,49.5,0.9,312.25,65.33,0.8588888888888888
729,Finland,1992,23857,349.87,73.75,66.46000000000001,86.63,78.31,43.49,1.23,287.21,62.660000000000004,0.8588888888888888
730,Finland,1993,18826,333.0,73.66,66.53,86.05000000000001,69.3,36.23,1.23,275.32,57.68,0.8588888888888888
731,Finland,1994,21699,330.24,69.53,60.760000000000005,83.78999999999999,61.919999999999995,53.31,0.9299999999999999,268.01,62.230000000000004,0.8588888888888888
732,Finland,1995,28068,324.96,64.6,67.91,81.09,65.16,44.99,1.21,260.49,64.47,0.815
733,Finland,1996,27508,289.65,55.01,57.65,72.1,62.31,40.72,1.8599999999999999,231.54,58.11,0.8588888888888888
734,Finland,1997,26296,310.35,65.03,58.86,77.07,62.33,46.13,0.9299999999999999,251.64,58.71,0.8588888888888888
735,Finland,1998,27646,301.43,74.46000000000001,62.54,65.06,60.5,37.33,1.54,244.72,56.71,0.8588888888888888
736,Finland,1999,27800,283.11,56.56,58.22,65.63,59.92,42.16,0.62,232.97,50.14,0.8588888888888888
737,Finland,2000,25716,265.65,49.47,51.78,65.37,59.2,39.2,0.63,205.46,60.19,0.8569999999999999
738,Finland,2001,26383,267.19,50.17,56.5,70.23,54.190000000000005,34.56,1.54,213.09,54.1,0.8588888888888888
739,Finland,2002,28390,255.51999999999998,57.78,54.43,58.93,47.18,36.29,0.91,201.66,53.86,0.8588888888888888
740,Finland,2003,34701,243.45000000000002,52.940000000000005,46.66,62.64,41.98,37.06,2.17,190.09,53.36,0.8588888888888888
741,Finland,2004,39793,243.95000000000002,47.550000000000004,50.400000000000006,55.48,46.160000000000004,42.800000000000004,1.56,191.70000000000002,52.25,0.8588888888888888
742,Finland,2005,41202,230.52,57.15,47.61,53.86,40.55,30.7,0.65,174.53,55.99,0.8690000000000001
743,Finland,2006,43487,233.8,41.63,52.64,55.33,44.8,38.120000000000005,1.28,181.03,52.769999999999996,0.8588888888888888
744,Finland,2007,51089,223.08,47.620000000000005,48.42,52.25,37.73,36.09,0.97,174.01,49.07,0.8588888888888888
745,Finland,2008,56521,220.29,36.519999999999996,48.67,57.87,43.769999999999996,32.129999999999995,1.33,173.53,46.76,0.8588888888888888
746,Finland,2009,49878,228.48999999999998,45.47,46.14,54.55,46.849999999999994,35.14,0.34,173.01,55.48,0.8588888888888888
747,Finland,2010,48939,215.21,42.07,42.84,44.489999999999995,45.0,40.480000000000004,0.33,165.11,50.1,0.878
748,Finland,2011,53809,203.61,43.52,41.21,45.839999999999996,37.62,34.75,0.67,163.81,39.8,0.8809999999999999
749,Finland,2012,50232,187.01,32.4,43.2,42.39,33.92,35.1,0.0,144.47,42.54,0.882
750,Finland,2013,52572,196.83,38.92,43.31,37.739999999999995,46.290000000000006,29.89,0.6799999999999999,151.32,45.51,0.882
751,Finland,2014,52832,177.16,38.43,32.41,37.93,41.88,25.840000000000003,0.67,138.03,39.13,0.883
752,Finland,2015,44862,161.19,36.72,31.61,35.04,34.64,21.54,1.64,125.64,35.550000000000004,0.8588888888888888
753,France,1985,10765,348.9,148.01,76.01,56.480000000000004,45.8,21.68,0.92,266.76,82.14,0.741
754,France,1986,14940,351.77,150.78,76.42,58.7,44.269999999999996,20.57,1.03,267.64,84.13,0.8486
755,France,1987,17999,331.03000000000003,142.32,69.07,57.37,42.33,18.81,1.13,250.43,80.6,0.8486
756,France,1988,19534,312.72,134.31,63.45,54.61,41.47,18.12,0.76,238.59,74.13,0.8486
757,France,1989,19558,312.53,132.94,64.06,52.92,41.449999999999996,20.31,0.85,238.23999999999998,74.29,0.8486
758,France,1990,23968,302.73,131.47,60.120000000000005,52.42,39.73,18.47,0.52,231.55,71.17999999999999,0.779
759,France,1991,23821,298.1,124.86,60.730000000000004,53.370000000000005,39.71,19.08,0.35,226.84,71.25999999999999,0.8486
760,France,1992,26136,301.46999999999997,127.56,59.089999999999996,54.6,41.339999999999996,18.29,0.59,232.54,68.92999999999999,0.8486
761,France,1993,24521,312.69,129.24,58.65,57.33,43.26,23.38,0.83,239.97,72.72,0.8486
762,France,1994,25697,299.95,119.91,59.43,57.0,42.620000000000005,20.42,0.5700000000000001,233.65,66.3,0.8486
763,France,1995,29363,292.62,118.56,58.019999999999996,54.629999999999995,40.82,19.83,0.76,226.38,66.24,0.8249999999999998
764,France,1996,29305,271.21999999999997,107.33,53.54,53.86,38.89,17.08,0.52,208.29,62.93,0.8486
765,France,1997,26394,266.33,107.32,51.34,53.36,36.0,17.68,0.63,205.46,60.87,0.8486
766,France,1998,27190,253.65,102.45,50.47,50.02,33.36,16.849999999999998,0.5,198.09,55.56,0.8486
767,France,1999,27118,245.82999999999998,97.91999999999999,49.62,48.09,33.760000000000005,15.64,0.8,189.60999999999999,56.22,0.8486
768,France,2000,24648,257.23,104.32,51.03,51.98,33.0,15.76,1.1400000000000001,200.94,56.29,0.848
769,France,2001,24796,239.94,92.48,48.709999999999994,50.73,32.42,14.67,0.9299999999999999,186.31,53.63,0.8486
770,France,2002,26714,238.64000000000001,89.04,49.31,51.41,32.85,15.030000000000001,1.0,183.73,54.910000000000004,0.8486
771,France,2003,32656,241.31,91.08,47.33,53.54,32.38,16.12,0.86,188.59,52.72,0.8486
772,France,2004,37240,232.51000000000002,85.35000000000001,46.39,54.53,30.060000000000002,15.64,0.54,179.15,53.36,0.8486
773,France,2005,38420,232.09,88.25,48.160000000000004,51.260000000000005,29.35,14.3,0.77,180.0,52.09,0.867
774,France,2006,40097,220.63,81.63,46.18000000000001,50.12,28.82,13.09,0.7899999999999999,170.6,50.03,0.8486
775,France,2007,45682,213.69,81.73,43.19,48.730000000000004,26.61,12.86,0.57,166.4,47.29,0.8486
776,France,2008,49901,216.21,81.24,45.5,48.269999999999996,27.11,13.420000000000002,0.67,169.02,47.19,0.8486
777,France,2009,45775,216.24,79.69,46.66,48.5,27.05,13.39,0.95,168.89000000000001,47.35,0.8486
778,France,2010,44747,211.17000000000002,78.15,44.71,48.89,25.55,12.84,1.03,164.63,46.54,0.8809999999999999
779,France,2011,48217,211.18,79.52000000000001,44.78,48.730000000000004,24.589999999999996,12.639999999999999,0.9199999999999999,166.71,44.47,0.884
780,France,2012,45002,198.98,77.89999999999999,41.18,44.58,22.47,12.01,0.8400000000000001,157.38,41.6,0.886
781,France,2013,46922,192.33,72.67,42.09,43.57000000000001,22.1,11.16,0.74,152.0,40.33,0.887
782,France,2014,47318,179.56,70.53,37.61,39.14,21.81,9.82,0.65,141.74,37.82,0.888
783,Georgia,1990,1555,64.43,28.380000000000003,12.969999999999999,10.36,6.34,6.38,0.0,50.06,14.370000000000001,0.7298571428571429
784,Georgia,1991,1267,53.050000000000004,20.080000000000002,15.07,8.23,5.659999999999999,3.78,0.23,39.45,13.6,0.7298571428571429
785,Georgia,1992,740,60.48,20.189999999999998,16.509999999999998,9.18,8.17,6.43,0.0,47.08,13.4,0.7298571428571429
786,Georgia,1994,556,37.3,10.66,12.87,5.17,4.13,4.47,0.0,26.740000000000002,10.559999999999999,0.7298571428571429
787,Georgia,1995,611,40.74,9.44,13.06,7.37,5.74,4.87,0.26,32.35,8.39,0.7298571428571429
788,Georgia,1996,718,59.7,25.04,14.74,8.63,7.41,3.6100000000000003,0.27,44.660000000000004,15.04,0.7298571428571429
789,Georgia,1997,828,60.65,20.23,17.11,8.879999999999999,7.11,6.7700000000000005,0.55,49.4,11.25,0.7298571428571429
790,Georgia,1998,858,49.3,14.98,13.29,8.21,6.55,6.2700000000000005,0.0,39.82,9.48,0.7298571428571429
791,Georgia,1999,669,68.58,23.85,18.86,8.36,12.91,4.6,0.0,55.18,13.4,0.7298571428571429
792,Georgia,2000,734,46.64,17.57,14.350000000000001,7.13,5.279999999999999,2.31,0.0,37.37,9.27,0.672
793,Georgia,2001,777,35.19,12.86,10.64,5.039999999999999,4.0200000000000005,2.33,0.3,25.32,9.87,0.7298571428571429
794,Georgia,2004,1253,66.54,27.03,10.1,11.2,11.07,4.88,2.26,58.27,8.27,0.7298571428571429
795,Georgia,2005,1552,28.36,8.14,5.43,5.4399999999999995,6.449999999999999,2.25,0.65,22.74,5.62,0.711
796,Georgia,2006,1859,23.51,6.34,5.91,3.28,5.08,2.19,0.71,19.36,4.15,0.7298571428571429
797,Georgia,2007,2448,36.59,15.09,8.46,6.12,4.739999999999999,2.1799999999999997,0.0,30.48,6.11,0.7298571428571429
798,Georgia,2009,2589,65.06,25.66,13.780000000000001,9.36,8.01,6.6899999999999995,1.5599999999999998,52.74,12.32,0.7298571428571429
799,Georgia,2010,2775,34.33,9.98,10.420000000000002,5.67,4.74,3.13,0.39,29.52,4.81,0.735
